CustomerID,Frequency,Monetary,Quantity,UniqueProducts,AvgOrderValue
13183.0,3,1527.0800000000002,916.0,25,509.02666666666664
13184.0,4,746.31,763.0,60,186.57750000000001
13185.0,1,71.4,12.0,1,71.4
13187.0,1,236.02,95.0,37,236.02
13192.0,1,464.32,298.0,33,464.32
13196.0,1,512.13,320.0,34,512.13
13198.0,3,2087.75,1680.0,137,695.9166666666666
13199.0,16,3740.16,2876.0,28,233.76
13203.0,1,165.71,145.0,10,165.71
13208.0,3,700.21,485.0,84,233.40333333333334
13209.0,3,2362.44,1863.0,140,787.48
13211.0,1,110.7,46.0,2,110.7
13213.0,2,415.28000000000003,206.0,23,207.64000000000001
13216.0,1,333.74,297.0,5,333.74
13220.0,2,559.69,108.0,15,279.845
13221.0,2,847.41,244.0,62,423.70500000000004
13223.0,2,163.20000000000002,88.0,5,81.60000000000001
13225.0,4,3741.88,1868.0,15,935.47
13226.0,1,108.21000000000001,80.0,16,108.21000000000001
13227.0,1,257.7,99.0,9,257.7
13229.0,1,160.95,63.0,10,160.95
13230.0,9,1799.48,915.0,251,199.94222222222223
13232.0,3,691.9,492.0,99,230.63333333333333
13233.0,1,304.24,404.0,17,304.24
13235.0,1,1031.07,441.0,53,1031.07
13238.0,1,91.15,33.0,5,91.15
13239.0,1,329.56,327.0,21,329.56
13240.0,2,442.41,205.0,42,221.20499999999998
13242.0,2,104.0,50.0,5,52.0
13243.0,1,600.07,233.0,56,600.07
13246.0,4,1648.52,1337.0,82,412.13
13248.0,1,387.46999999999997,251.0,21,387.46999999999997
13249.0,1,291.84000000000003,240.0,2,291.84000000000003
13253.0,1,476.48,624.0,16,476.48
13255.0,1,225.7,110.0,6,225.7
13258.0,1,224.62,82.0,12,224.62
13261.0,2,944.1,210.0,8,472.05
13262.0,1,200.29,125.0,11,200.29
13263.0,15,3452.62,2029.0,298,230.17466666666667
13265.0,2,1124.88,882.0,39,562.44
13266.0,5,1510.57,1914.0,42,302.114
13267.0,11,2210.14,936.0,60,200.92181818181817
13268.0,5,1837.78,2217.0,199,367.55600000000004
13269.0,5,2048.23,1338.0,119,409.646
13270.0,1,590.0,200.0,1,590.0
13280.0,2,699.36,452.0,65,349.68
13282.0,1,344.70000000000005,84.0,14,344.70000000000005
13284.0,1,201.19,91.0,13,201.19
13285.0,2,1173.27,914.0,82,586.635
13292.0,1,249.57,133.0,14,249.57
13294.0,2,873.74,453.0,48,436.87
13295.0,1,201.20000000000002,82.0,10,201.20000000000002
13299.0,1,142.5,30.0,5,142.5
13301.0,2,327.77,189.0,40,163.885
13304.0,1,300.42,238.0,21,300.42
13305.0,4,640.25,487.0,18,160.0625
13308.0,1,814.95,519.0,26,814.95
13309.0,2,546.64,616.0,43,273.32
13310.0,2,817.65,395.0,50,408.82500000000005
13313.0,2,609.74,331.0,26,304.87
13316.0,1,1622.48,2048.0,11,1622.48
13317.0,5,1313.98,500.0,56,262.796
13319.0,11,4527.84,1898.0,112,411.6218181818182
13320.0,2,508.61,426.0,33,254.305
13324.0,7,3798.99,2473.0,17,542.7128571428572
13327.0,4,1421.95,572.0,38,355.4875
13328.0,1,1308.48,680.0,17,1308.48
13329.0,1,304.2,175.0,7,304.2
13330.0,1,335.82,198.0,13,335.82
13334.0,2,2731.84,1350.0,176,1365.92
13339.0,1,860.12,326.0,54,860.12
13340.0,1,3678.03,1605.0,51,3678.03
13341.0,1,775.85,301.0,42,775.85
13344.0,1,1656.15,599.0,68,1656.15
13345.0,1,389.5,141.0,20,389.5
13357.0,1,609.95,322.0,85,609.95
13358.0,1,439.03,285.0,29,439.03
13362.0,2,1581.53,727.0,92,790.7650000000001
13365.0,1,700.6,404.0,39,700.6
13368.0,2,623.4,327.0,29,311.7
13369.0,1,308.28000000000003,149.0,14,308.28000000000003
13370.0,1,754.87,343.0,39,754.87
13373.0,1,987.7,458.0,50,987.7
13376.0,2,770.0,356.0,34,385.0
13381.0,2,1071.35,597.0,38,535.675
13382.0,1,222.99,131.0,15,222.99
13385.0,1,534.57,281.0,35,534.57
13389.0,1,257.89,115.0,18,257.89
13391.0,1,59.8,4.0,1,59.8
13394.0,3,935.33,719.0,50,311.7766666666667
13396.0,1,387.27000000000004,139.0,15,387.27000000000004
13397.0,2,601.77,191.0,13,300.885
13398.0,1,457.34,281.0,26,457.34
13402.0,1,308.28000000000003,190.0,17,308.28000000000003
13404.0,1,217.81,99.0,9,217.81
13405.0,2,557.45,163.0,24,278.725
13408.0,26,11504.91,6810.0,133,442.4965384615385
13410.0,2,404.64,228.0,10,202.32
13414.0,1,390.0,600.0,1,390.0
13417.0,1,236.0,72.0,10,236.0
13418.0,9,3340.6,1726.0,127,371.17777777777775
13421.0,1,825.04,495.0,64,825.04
13425.0,1,401.57,282.0,27,401.57
13426.0,4,1285.02,902.0,53,321.255
13427.0,1,214.5,130.0,9,214.5
13435.0,1,443.72,410.0,21,443.72
13437.0,1,1440.9,398.0,80,1440.9
13439.0,1,283.71,242.0,54,283.71
13448.0,4,1423.26,720.0,65,355.815
13450.0,2,678.54,578.0,21,339.27
13451.0,3,1652.3799999999999,1105.0,217,550.7933333333334
13452.0,2,590.0,2.0,1,295.0
13453.0,1,185.0,76.0,8,185.0
13455.0,1,692.94,190.0,30,692.94
13456.0,1,207.66,100.0,13,207.66
13458.0,7,6260.08,3717.0,170,894.2971428571428
13462.0,1,151.5,62.0,9,151.5
13468.0,21,3591.12,1484.0,130,171.00571428571428
13473.0,1,241.26,198.0,12,241.26
13474.0,1,229.59,132.0,59,229.59
13475.0,4,1431.78,1012.0,64,357.945
13476.0,1,727.6,164.0,29,727.6
13477.0,2,516.03,267.0,25,258.015
13479.0,2,300.95,134.0,14,150.475
13481.0,2,978.99,636.0,59,489.495
13482.0,1,184.64,116.0,11,184.64
13484.0,1,313.8,44.0,8,313.8
13485.0,1,454.24,277.0,23,454.24
13487.0,2,408.8,213.0,21,204.4
13488.0,6,5530.43,2532.0,200,921.7383333333333
13489.0,2,235.68,352.0,6,117.84
13491.0,8,1031.63,758.0,61,128.95375
13492.0,1,315.3,114.0,15,315.3
13493.0,2,618.63,380.0,6,309.315
13494.0,1,316.26000000000005,162.0,18,316.26000000000005
13495.0,3,1072.43,485.0,20,357.4766666666667
13496.0,1,501.01,229.0,26,501.01
13497.0,2,348.05,163.0,19,174.025
13499.0,2,463.79,265.0,18,231.895
13501.0,1,1340.32,560.0,52,1340.32
13502.0,2,189.16,110.0,9,94.58
13505.0,2,1916.09,853.0,90,958.0450000000001
13506.0,2,458.52,324.0,26,229.26
13508.0,1,110.97,24.0,12,110.97
13509.0,3,650.02,766.0,23,216.67333333333332
13512.0,1,251.21,143.0,15,251.21
13515.0,1,203.4,180.0,13,203.4
13516.0,1,146.0,56.0,7,146.0
13520.0,3,1479.3,656.0,30,493.09999999999997
13523.0,3,2369.24,828.0,92,789.7466666666666
13524.0,1,159.20000000000002,100.0,9,159.20000000000002
13525.0,1,282.88,208.0,2,282.88
13527.0,2,585.64,230.0,45,292.82
13529.0,1,181.1,30.0,7,181.1
13531.0,2,483.8,174.0,17,241.89999999999998
13533.0,2,146.64,107.0,42,73.32000000000001
13534.0,16,2648.8,1341.0,76,165.55
13538.0,2,504.3,74.0,5,252.15
13539.0,2,315.65,231.0,21,157.825
13544.0,1,122.91,75.0,42,122.91
13546.0,1,188.16,109.0,26,188.16
13548.0,1,281.01,164.0,59,281.01
13549.0,3,512.55,307.0,26,170.85
13551.0,1,91.80000000000001,12.0,4,91.80000000000001
13552.0,5,1861.29,593.0,40,372.258
13555.0,2,1590.05,868.0,55,795.025
13557.0,1,240.68,224.0,16,240.68
13561.0,1,141.85999999999999,83.0,14,141.85999999999999
13562.0,1,603.27,233.0,24,603.27
13564.0,2,1198.38,660.0,67,599.19
13565.0,1,110.17999999999999,78.0,13,110.17999999999999
13569.0,1,118.32,44.0,23,118.32
13570.0,1,239.49,161.0,27,239.49
13571.0,3,392.6,275.0,49,130.86666666666667
13572.0,1,1384.25,534.0,32,1384.25
13573.0,1,31.770000000000003,10.0,3,31.770000000000003
13576.0,8,3136.01,1214.0,35,392.00125
13577.0,1,356.75,131.0,20,356.75
13579.0,1,164.70000000000002,46.0,9,164.70000000000002
13581.0,1,118.0,30.0,10,118.0
13584.0,1,142.4,37.0,24,142.4
13588.0,1,113.30000000000001,48.0,8,113.30000000000001
13590.0,3,912.03,811.0,38,304.01
13591.0,2,776.23,263.0,36,388.115
13592.0,3,205.51,71.0,12,68.50333333333333
13593.0,3,1022.95,370.0,50,340.98333333333335
13599.0,7,2005.66,1218.0,60,286.52285714285716
13600.0,1,219.52,324.0,19,219.52
13601.0,1,373.2,275.0,41,373.2
13606.0,2,250.42,243.0,37,125.21000000000001
13610.0,2,349.72,156.0,54,174.86
13611.0,1,303.15000000000003,183.0,15,303.15000000000003
13614.0,1,205.75,25.0,9,205.75
13615.0,1,417.69,189.0,23,417.69
13623.0,4,551.92,150.0,61,137.98000000000002
13626.0,1,257.23,209.0,19,257.23
13627.0,2,605.92,439.0,41,302.96000000000004
13629.0,4,2888.0,1650.0,6,722.0
13630.0,2,730.92,451.0,43,365.46
13631.0,4,1330.0,188.0,3,332.5
13632.0,2,613.03,239.0,55,306.515
